R;Z;BFS_Sag;CRD;Slope;BFS_Slope;Slope_Delta;One_fiber_coverage;delta_z1
61;-0.1638 ;-0.1693 ;0.0055 ;-0.0054 ;-0.0055 ;0.0002 ;#NOMBRE!;#NOMBRE!
62;-0.1692 ;-0.1748 ;0.0056 ;-0.0055 ;-0.0056 ;0.0002 ;#NOMBRE!;#NOMBRE!
63;-0.1747 ;-0.1805 ;0.0058 ;-0.0055 ;-0.0057 ;0.0002 ;#NOMBRE!;#NOMBRE!
64;-0.1803 ;-0.1863 ;0.0060 ;-0.0056 ;-0.0058 ;0.0002 ;#NOMBRE!;#NOMBRE!
65;-0.1860 ;-0.1922 ;0.0062 ;-0.0057 ;-0.0059 ;0.0002 ;#NOMBRE!;#NOMBRE!
66;-0.1918 ;-0.1981 ;0.0064 ;-0.0058 ;-0.0060 ;0.0002 ;#NOMBRE!;#NOMBRE!
67;-0.1976 ;-0.2042 ;0.0066 ;-0.0059 ;-0.0061 ;0.0002 ;#NOMBRE!;#NOMBRE!
68;-0.2036 ;-0.2103 ;0.0068 ;-0.0060 ;-0.0062 ;0.0002 ;#NOMBRE!;#NOMBRE!
69;-0.2096 ;-0.2166 ;0.0070 ;-0.0061 ;-0.0063 ;0.0002 ;#NOMBRE!;#NOMBRE!
70;-0.2157 ;-0.2229 ;0.0072 ;-0.0062 ;-0.0064 ;0.0002 ;#NOMBRE!;#NOMBRE!
71;-0.2219 ;-0.2293 ;0.0074 ;-0.0063 ;-0.0065 ;0.0002 ;#NOMBRE!;#NOMBRE!
72;-0.2282 ;-0.2358 ;0.0076 ;-0.0063 ;-0.0065 ;0.0002 ;#NOMBRE!;#NOMBRE!
73;-0.2346 ;-0.2424 ;0.0078 ;-0.0064 ;-0.0066 ;0.0002 ;#NOMBRE!;#NOMBRE!
74;-0.2411 ;-0.2491 ;0.0080 ;-0.0065 ;-0.0067 ;0.0002 ;#NOMBRE!;#NOMBRE!
75;-0.2477 ;-0.2559 ;0.0082 ;-0.0066 ;-0.0068 ;0.0002 ;#NOMBRE!;#NOMBRE!
76;-0.2543 ;-0.2627 ;0.0084 ;-0.0067 ;-0.0069 ;0.0002 ;#NOMBRE!;#NOMBRE!
77;-0.2611 ;-0.2697 ;0.0086 ;-0.0068 ;-0.0070 ;0.0002 ;#NOMBRE!;#NOMBRE!
78;-0.2679 ;-0.2767 ;0.0088 ;-0.0069 ;-0.0071 ;0.0002 ;#NOMBRE!;#NOMBRE!
79;-0.2748089;-0.283874;0.00906511;-0.006963183;-0.007186776;0.000223593;#NOMBRE!;#NOMBRE!
80;-0.2818163;-0.2911062;0.009289967;-0.007051634;-0.007277752;0.000226118;#NOMBRE!;#NOMBRE!
81;-0.2889121;-0.2984295;0.009517343;-0.007140097;-0.007368729;0.000228632;#NOMBRE!;#NOMBRE!
82;-0.2960965;-0.3058437;0.009747228;-0.007228571;-0.007459706;0.000231135;#NOMBRE!;#NOMBRE!
83;-0.3033693;-0.3133489;0.009979609;-0.007317058;-0.007550683;0.000233626;#NOMBRE!;#NOMBRE!
84;-0.3107306;-0.3209451;0.01021447;-0.007405556;-0.007641661;0.000236105;#NOMBRE!;#NOMBRE!
85;-0.3181804;-0.3286322;0.01045181;-0.007494067;-0.007732638;0.000238571;#NOMBRE!;#NOMBRE!
86;-0.3257187;-0.3364103;0.01069161;-0.00758259;-0.007823616;0.000241026;#NOMBRE!;#NOMBRE!
87;-0.3333456;-0.3442794;0.01093386;-0.007671126;-0.007914594;0.000243468;#NOMBRE!;#NOMBRE!
88;-0.341061;-0.3522395;0.01117854;-0.007759674;-0.008005572;0.000245898;#NOMBRE!;#NOMBRE!
89;-0.3488649;-0.3602906;0.01142565;-0.007848236;-0.00809655;0.000248315;#NOMBRE!;#NOMBRE!
90;-0.3567575;-0.3684326;0.01167517;-0.00793681;-0.008187529;0.000250719;#NOMBRE!;#NOMBRE!
91;-0.3647386;-0.3766656;0.01192709;-0.008025398;-0.008278508;0.00025311;#NOMBRE!;#NOMBRE!
92;-0.3728083;-0.3849896;0.01218139;-0.008113998;-0.008369487;0.000255488;#NOMBRE!;#NOMBRE!
93;-0.3809666;-0.3934046;0.01243806;-0.008202612;-0.008460466;0.000257853;#NOMBRE!;#NOMBRE!
94;-0.3892135;-0.4019106;0.01269709;-0.00829124;-0.008551445;0.000260205;#NOMBRE!;#NOMBRE!
95;-0.397549;-0.4105075;0.01295846;-0.008379882;-0.008642425;0.000262543;#NOMBRE!;#NOMBRE!
96;-0.4059733;-0.4191954;0.01322217;-0.008468537;-0.008733404;0.000264868;#NOMBRE!;#NOMBRE!
97;-0.4144861;-0.4279743;0.01348819;-0.008557206;-0.008824384;0.000267178;#NOMBRE!;#NOMBRE!
98;-0.4230877;-0.4368442;0.01375652;-0.00864589;-0.008915365;0.000269475;#NOMBRE!;#NOMBRE!
99;-0.4317779;-0.445805;0.01402714;-0.008734587;-0.009006345;0.000271758;#NOMBRE!;#NOMBRE!
100;-0.4405568;-0.4548569;0.01430003;-0.0088233;-0.009097326;0.000274026;#NOMBRE!;#NOMBRE!
101;-0.4494245;-0.4639997;0.01457519;-0.008912026;-0.009188307;0.00027628;#NOMBRE!;#NOMBRE!
102;-0.4583809;-0.4732335;0.01485259;-0.009000768;-0.009279288;0.00027852;#NOMBRE!;#NOMBRE!
103;-0.4674261;-0.4825583;0.01513222;-0.009089525;-0.009370269;0.000280745;#NOMBRE!;#NOMBRE!
104;-0.47656;-0.491974;0.01541407;-0.009178296;-0.009461251;0.000282955;#NOMBRE!;#NOMBRE!
105;-0.4857826;-0.5014808;0.01569813;-0.009267083;-0.009552233;0.00028515;#NOMBRE!;#NOMBRE!
106;-0.4950941;-0.5110785;0.01598437;-0.009355885;-0.009643215;0.00028733;#NOMBRE!;#NOMBRE!
107;-0.5044944;-0.5207672;0.01627278;-0.009444702;-0.009734197;0.000289495;#NOMBRE!;#NOMBRE!
108;-0.5139835;-0.5305469;0.01656335;-0.009533535;-0.00982518;0.000291644;#NOMBRE!;#NOMBRE!
109;-0.5235615;-0.5404176;0.01685606;-0.009622384;-0.009916162;0.000293778;#NOMBRE!;#NOMBRE!
110;-0.5332283;-0.5503792;0.0171509;-0.009711249;-0.01000715;0.000295897;#NOMBRE!;#NOMBRE!
111;-0.542984;-0.5604319;0.01744785;-0.00980013;-0.01009813;0.000297999;#NOMBRE!;#NOMBRE!
112;-0.5528286;-0.5705755;0.0177469;-0.009889027;-0.01018911;0.000300086;#NOMBRE!;#NOMBRE!
113;-0.5627621;-0.5808101;0.01804802;-0.00997794;-0.0102801;0.000302156;#NOMBRE!;#NOMBRE!
114;-0.5727845;-0.5911357;0.0183512;-0.01006687;-0.01037108;0.00030421;#NOMBRE!;#NOMBRE!
115;-0.5828958;-0.6015522;0.01865643;-0.01015582;-0.01046206;0.000306248;#NOMBRE!;#NOMBRE!
116;-0.5930961;-0.6120598;0.01896369;-0.01024478;-0.01055305;0.000308269;#NOMBRE!;#NOMBRE!
117;-0.6033854;-0.6226583;0.01927297;-0.01033376;-0.01064403;0.000310274;#NOMBRE!;#NOMBRE!
118;-0.6137636;-0.6333479;0.01958424;-0.01042276;-0.01073502;0.000312262;#NOMBRE!;#NOMBRE!
119;-0.6242309;-0.6441284;0.01989748;-0.01051177;-0.010826;0.000314233;#NOMBRE!;#NOMBRE!
120;-0.6347872;-0.6549999;0.0202127;-0.0106008;-0.01091699;0.000316186;#NOMBRE!;#NOMBRE!
121;-0.6454325;-0.6659624;0.02052985;-0.01068985;-0.01100798;0.000318123;#NOMBRE!;#NOMBRE!
122;-0.6561669;-0.6770158;0.02084894;-0.01077892;-0.01109896;0.000320042;#NOMBRE!;#NOMBRE!
123;-0.6669903;-0.6881603;0.02116993;-0.010868;-0.01118995;0.000321944;#NOMBRE!;#NOMBRE!
124;-0.6779029;-0.6993957;0.02149282;-0.01095711;-0.01128094;0.000323828;#NOMBRE!;#NOMBRE!
125;-0.6889046;-0.7107221;0.02181758;-0.01104623;-0.01137192;0.000325694;#NOMBRE!;#NOMBRE!
126;-0.6999954;-0.7221396;0.0221442;-0.01113537;-0.01146291;0.000327542;#NOMBRE!;#NOMBRE!
127;-0.7111753;-0.733648;0.02247266;-0.01122453;-0.0115539;0.000329372;#NOMBRE!;#NOMBRE!
128;-0.7224444;-0.7452474;0.02280294;-0.0113137;-0.01164488;0.000331184;#NOMBRE!;#NOMBRE!
129;-0.7338027;-0.7569377;0.02313502;-0.0114029;-0.01173587;0.000332977;#NOMBRE!;#NOMBRE!
130;-0.7452502;-0.7687191;0.02346888;-0.01149211;-0.01182686;0.000334752;#NOMBRE!;#NOMBRE!
131;-0.7567869;-0.7805915;0.02380452;-0.01158134;-0.01191785;0.000336508;#NOMBRE!;#NOMBRE!
132;-0.7684129;-0.7925548;0.02414189;-0.01167059;-0.01200884;0.000338245;#NOMBRE!;#NOMBRE!
133;-0.7801281;-0.8046091;0.024481;-0.01175986;-0.01209983;0.000339964;#NOMBRE!;#NOMBRE!
134;-0.7919326;-0.8167545;0.02482181;-0.01184915;-0.01219082;0.000341663;#NOMBRE!;#NOMBRE!
135;-0.8038265;-0.8289908;0.02516432;-0.01193846;-0.01228181;0.000343343;#NOMBRE!;#NOMBRE!
136;-0.8158096;-0.8413181;0.02550849;-0.01202779;-0.0123728;0.000345004;#NOMBRE!;#NOMBRE!
137;-0.8278821;-0.8537364;0.02585432;-0.01211714;-0.01246379;0.000346645;#NOMBRE!;#NOMBRE!
138;-0.8400439;-0.8662457;0.02620178;-0.01220651;-0.01255478;0.000348266;#NOMBRE!;#NOMBRE!
139;-0.8522951;-0.8788459;0.02655085;-0.0122959;-0.01264577;0.000349868;#NOMBRE!;#NOMBRE!
140;-0.8646357;-0.8915372;0.02690151;-0.01238531;-0.01273676;0.000351449;#NOMBRE!;#NOMBRE!
141;-0.8770657;-0.9043195;0.02725374;-0.01247474;-0.01282775;0.000353011;#NOMBRE!;#NOMBRE!
142;-0.8895852;-0.9171927;0.02760752;-0.01256419;-0.01291875;0.000354552;#NOMBRE!;#NOMBRE!
143;-0.9021941;-0.9301569;0.02796284;-0.01265367;-0.01300974;0.000356073;#NOMBRE!;#NOMBRE!
144;-0.9148925;-0.9432122;0.02831966;-0.01274316;-0.01310073;0.000357573;#NOMBRE!;#NOMBRE!
145;-0.9276804;-0.9563584;0.02867797;-0.01283267;-0.01319172;0.000359053;#NOMBRE!;#NOMBRE!
146;-0.9405579;-0.9695956;0.02903776;-0.01292221;-0.01328272;0.000360511;#NOMBRE!;#NOMBRE!
147;-0.9535249;-0.9829238;0.02939899;-0.01301176;-0.01337371;0.000361949;#NOMBRE!;#NOMBRE!
148;-0.9665814;-0.9963431;0.02976165;-0.01310134;-0.01346471;0.000363366;#NOMBRE!;#NOMBRE!
149;-0.9797275;-1.009853;0.03012571;-0.01319094;-0.0135557;0.000364761;#NOMBRE!;#NOMBRE!
150;-0.9929633;-1.023454;0.03049116;-0.01328056;-0.01364669;0.000366135;#NOMBRE!;#NOMBRE!
151;-1.006289;-1.037147;0.03085798;-0.0133702;-0.01373769;0.000367487;#NOMBRE!;#NOMBRE!
152;-1.019704;-1.05093;0.03122613;-0.01345987;-0.01382869;0.000368818;#NOMBRE!;#NOMBRE!
153;-1.033208;-1.064804;0.03159561;-0.01354955;-0.01391968;0.000370127;#NOMBRE!;#NOMBRE!
154;-1.046803;-1.078769;0.03196638;-0.01363926;-0.01401068;0.000371414;#NOMBRE!;#NOMBRE!
155;-1.060487;-1.092825;0.03233843;-0.01372899;-0.01410167;0.000372679;#NOMBRE!;#NOMBRE!
156;-1.074261;-1.106973;0.03271173;-0.01381875;-0.01419267;0.000373921;#NOMBRE!;#NOMBRE!
157;-1.0881 ;-1.1212 ;0.0331 ;-0.0139 ;-0.0143 ;0.0004 ;#NOMBRE!;#NOMBRE!
158;-1.1021 ;-1.1355 ;0.0335 ;-0.0140 ;-0.0144 ;0.0004 ;#NOMBRE!;#NOMBRE!
159;-1.1161 ;-1.1500 ;0.0338 ;-0.0141 ;-0.0145 ;0.0004 ;#NOMBRE!;#NOMBRE!
160;-1.1303 ;-1.1645 ;0.0342 ;-0.0142 ;-0.0146 ;0.0004 ;#NOMBRE!;#NOMBRE!
161;-1.1445 ;-1.1791 ;0.0346 ;-0.0143 ;-0.0146 ;0.0004 ;#NOMBRE!;#NOMBRE!
162;-1.1588 ;-1.1938 ;0.0350 ;-0.0144 ;-0.0147 ;0.0004 ;#NOMBRE!;#NOMBRE!
163;-1.1732 ;-1.2086 ;0.0354 ;-0.0144 ;-0.0148 ;0.0004 ;#NOMBRE!;#NOMBRE!
164;-1.1877 ;-1.2234 ;0.0357 ;-0.0145 ;-0.0149 ;0.0004 ;#NOMBRE!;#NOMBRE!
165;-1.2023 ;-1.2384 ;0.0361 ;-0.0146 ;-0.0150 ;0.0004 ;#NOMBRE!;#NOMBRE!
166;-1.2169 ;-1.2534 ;0.0365 ;-0.0147 ;-0.0151 ;0.0004 ;#NOMBRE!;#NOMBRE!
167;-1.2317 ;-1.2686 ;0.0369 ;-0.0148 ;-0.0152 ;0.0004 ;#NOMBRE!;#NOMBRE!
168;-1.2466 ;-1.2838 ;0.0373 ;-0.0149 ;-0.0153 ;0.0004 ;#NOMBRE!;#NOMBRE!
169;-1.2615 ;-1.2992 ;0.0377 ;-0.0150 ;-0.0154 ;0.0004 ;#NOMBRE!;#NOMBRE!
170;-1.2765 ;-1.3146 ;0.0381 ;-0.0151 ;-0.0155 ;0.0004 ;#NOMBRE!;#NOMBRE!
171;-1.2917 ;-1.3301 ;0.0384 ;-0.0152 ;-0.0156 ;0.0004 ;#NOMBRE!;#NOMBRE!
172;-1.3069 ;-1.3457 ;0.0388 ;-0.0153 ;-0.0156 ;0.0004 ;#NOMBRE!;#NOMBRE!
173;-1.3222 ;-1.3614 ;0.0392 ;-0.0153 ;-0.0157 ;0.0004 ;#NOMBRE!;#NOMBRE!
174;-1.3376 ;-1.3772 ;0.0396 ;-0.0154 ;-0.0158 ;0.0004 ;#NOMBRE!;#NOMBRE!
175;-1.3530 ;-1.3931 ;0.0400 ;-0.0155 ;-0.0159 ;0.0004 ;#NOMBRE!;#NOMBRE!
176;-1.3686 ;-1.4090 ;0.0404 ;-0.0156 ;-0.0160 ;0.0004 ;#NOMBRE!;#NOMBRE!
177;-1.3843 ;-1.4251 ;0.0408 ;-0.0157 ;-0.0161 ;0.0004 ;#NOMBRE!;#NOMBRE!
178;-1.4000 ;-1.4412 ;0.0412 ;-0.0158 ;-0.0162 ;0.0004 ;#NOMBRE!;#NOMBRE!
179;-1.4159 ;-1.4575 ;0.0416 ;-0.0159 ;-0.0163 ;0.0004 ;#NOMBRE!;#NOMBRE!
180;-1.4318 ;-1.4738 ;0.0420 ;-0.0160 ;-0.0164 ;0.0004 ;#NOMBRE!;#NOMBRE!
181;-1.4478 ;-1.4902 ;0.0424 ;-0.0161 ;-0.0165 ;0.0004 ;#NOMBRE!;#NOMBRE!
182;-1.4640 ;-1.5067 ;0.0428 ;-0.0162 ;-0.0166 ;0.0004 ;#NOMBRE!;#NOMBRE!
183;-1.4802 ;-1.5233 ;0.0432 ;-0.0163 ;-0.0166 ;0.0004 ;#NOMBRE!;#NOMBRE!
184;-1.4965 ;-1.5400 ;0.0436 ;-0.0163 ;-0.0167 ;0.0004 ;#NOMBRE!;#NOMBRE!
185;-1.5128 ;-1.5568 ;0.0440 ;-0.0164 ;-0.0168 ;0.0004 ;#NOMBRE!;#NOMBRE!
186;-1.5293 ;-1.5737 ;0.0444 ;-0.0165 ;-0.0169 ;0.0004 ;#NOMBRE!;#NOMBRE!
187;-1.5459 ;-1.5907 ;0.0448 ;-0.0166 ;-0.0170 ;0.0004 ;#NOMBRE!;#NOMBRE!
188;-1.5626 ;-1.6077 ;0.0452 ;-0.0167 ;-0.0171 ;0.0004 ;#NOMBRE!;#NOMBRE!
189;-1.5793 ;-1.6249 ;0.0456 ;-0.0168 ;-0.0172 ;0.0004 ;#NOMBRE!;#NOMBRE!
190;-1.5961 ;-1.6421 ;0.0460 ;-0.0169 ;-0.0173 ;0.0004 ;#NOMBRE!;#NOMBRE!
191;-1.6131 ;-1.6595 ;0.0464 ;-0.0170 ;-0.0174 ;0.0004 ;#NOMBRE!;#NOMBRE!
192;-1.6301 ;-1.6769 ;0.0468 ;-0.0171 ;-0.0175 ;0.0004 ;#NOMBRE!;#NOMBRE!
193;-1.6472 ;-1.6944 ;0.0472 ;-0.0172 ;-0.0176 ;0.0004 ;#NOMBRE!;#NOMBRE!
194;-1.6644 ;-1.7120 ;0.0476 ;-0.0172 ;-0.0177 ;0.0004 ;#NOMBRE!;#NOMBRE!
195;-1.6817 ;-1.7297 ;0.0480 ;-0.0173 ;-0.0177 ;0.0004 ;#NOMBRE!;#NOMBRE!
196;-1.6991 ;-1.7475 ;0.0484 ;-0.0174 ;-0.0178 ;0.0004 ;#NOMBRE!;#NOMBRE!
197;-1.7166 ;-1.7654 ;0.0488 ;-0.0175 ;-0.0179 ;0.0004 ;#NOMBRE!;#NOMBRE!
198;-1.7341 ;-1.7833 ;0.0492 ;-0.0176 ;-0.0180 ;0.0004 ;#NOMBRE!;#NOMBRE!
199;-1.7518 ;-1.8014 ;0.0496 ;-0.0177 ;-0.0181 ;0.0004 ;#NOMBRE!;#NOMBRE!
200;-1.7695 ;-1.8195 ;0.0500 ;-0.0178 ;-0.0182 ;0.0004 ;#NOMBRE!;#NOMBRE!
201;-1.7874 ;-1.8378 ;0.0504 ;-0.0179 ;-0.0183 ;0.0004 ;#NOMBRE!;#NOMBRE!
202;-1.8053 ;-1.8561 ;0.0508 ;-0.0180 ;-0.0184 ;0.0004 ;#NOMBRE!;#NOMBRE!
203;-1.8233 ;-1.8745 ;0.0512 ;-0.0181 ;-0.0185 ;0.0004 ;#NOMBRE!;#NOMBRE!
204;-1.8414 ;-1.8931 ;0.0516 ;-0.0182 ;-0.0186 ;0.0004 ;#NOMBRE!;#NOMBRE!
205;-1.8596 ;-1.9117 ;0.0520 ;-0.0182 ;-0.0187 ;0.0004 ;#NOMBRE!;#NOMBRE!
206;-1.8779 ;-1.9304 ;0.0524 ;-0.0183 ;-0.0187 ;0.0004 ;#NOMBRE!;#NOMBRE!
207;-1.8963 ;-1.9491 ;0.0528 ;-0.0184 ;-0.0188 ;0.0004 ;#NOMBRE!;#NOMBRE!
208;-1.9148 ;-1.9680 ;0.0533 ;-0.0185 ;-0.0189 ;0.0004 ;#NOMBRE!;#NOMBRE!
209;-1.9333 ;-1.9870 ;0.0537 ;-0.0186 ;-0.0190 ;0.0004 ;#NOMBRE!;#NOMBRE!
210;-1.9520 ;-2.0061 ;0.0541 ;-0.0187 ;-0.0191 ;0.0004 ;#NOMBRE!;#NOMBRE!
211;-1.9708 ;-2.0252 ;0.0545 ;-0.0188 ;-0.0192 ;0.0004 ;#NOMBRE!;#NOMBRE!
212;-1.9896 ;-2.0445 ;0.0549 ;-0.0189 ;-0.0193 ;0.0004 ;#NOMBRE!;#NOMBRE!
213;-2.0085 ;-2.0638 ;0.0553 ;-0.0190 ;-0.0194 ;0.0004 ;#NOMBRE!;#NOMBRE!
214;-2.0275 ;-2.0832 ;0.0557 ;-0.0191 ;-0.0195 ;0.0004 ;#NOMBRE!;#NOMBRE!
215;-2.0467 ;-2.1027 ;0.0561 ;-0.0192 ;-0.0196 ;0.0004 ;#NOMBRE!;#NOMBRE!
216;-2.0659 ;-2.1223 ;0.0565 ;-0.0193 ;-0.0197 ;0.0004 ;#NOMBRE!;#NOMBRE!
217;-2.0852 ;-2.1420 ;0.0569 ;-0.0193 ;-0.0197 ;0.0004 ;#NOMBRE!;#NOMBRE!
218;-2.1045 ;-2.1618 ;0.0573 ;-0.0194 ;-0.0198 ;0.0004 ;#NOMBRE!;#NOMBRE!
219;-2.1240 ;-2.1817 ;0.0577 ;-0.0195 ;-0.0199 ;0.0004 ;#NOMBRE!;#NOMBRE!
220;-2.1436 ;-2.2017 ;0.0581 ;-0.0196 ;-0.0200 ;0.0004 ;#NOMBRE!;#NOMBRE!
221;-2.1633 ;-2.2217 ;0.0585 ;-0.0197 ;-0.0201 ;0.0004 ;#NOMBRE!;#NOMBRE!
222;-2.1830 ;-2.2419 ;0.0589 ;-0.0198 ;-0.0202 ;0.0004 ;#NOMBRE!;#NOMBRE!
223;-2.2029 ;-2.2621 ;0.0593 ;-0.0199 ;-0.0203 ;0.0004 ;#NOMBRE!;#NOMBRE!
224;-2.2228 ;-2.2825 ;0.0597 ;-0.0200 ;-0.0204 ;0.0004 ;#NOMBRE!;#NOMBRE!
225;-2.2428 ;-2.3029 ;0.0601 ;-0.0201 ;-0.0205 ;0.0004 ;#NOMBRE!;#NOMBRE!
226;-2.2629 ;-2.3234 ;0.0605 ;-0.0202 ;-0.0206 ;0.0004 ;#NOMBRE!;#NOMBRE!
227;-2.2832 ;-2.3440 ;0.0609 ;-0.0203 ;-0.0207 ;0.0004 ;#NOMBRE!;#NOMBRE!
228;-2.3035 ;-2.3647 ;0.0613 ;-0.0203 ;-0.0207 ;0.0004 ;#NOMBRE!;#NOMBRE!
229;-2.3239 ;-2.3855 ;0.0617 ;-0.0204 ;-0.0208 ;0.0004 ;#NOMBRE!;#NOMBRE!
230;-2.3443 ;-2.4064 ;0.0621 ;-0.0205 ;-0.0209 ;0.0004 ;#NOMBRE!;#NOMBRE!
231;-2.3649 ;-2.4274 ;0.0625 ;-0.0206 ;-0.0210 ;0.0004 ;#NOMBRE!;#NOMBRE!
232;-2.3856 ;-2.4484 ;0.0628 ;-0.0207 ;-0.0211 ;0.0004 ;#NOMBRE!;#NOMBRE!
233;-2.4064 ;-2.4696 ;0.0632 ;-0.0208 ;-0.0212 ;0.0004 ;#NOMBRE!;#NOMBRE!
234;-2.4272 ;-2.4908 ;0.0636 ;-0.0209 ;-0.0213 ;0.0004 ;#NOMBRE!;#NOMBRE!
235;-2.4482 ;-2.5122 ;0.0640 ;-0.0210 ;-0.0214 ;0.0004 ;#NOMBRE!;#NOMBRE!
236;-2.4692 ;-2.5336 ;0.0644 ;-0.0211 ;-0.0215 ;0.0004 ;#NOMBRE!;#NOMBRE!
237;-2.4903 ;-2.5551 ;0.0648 ;-0.0212 ;-0.0216 ;0.0004 ;#NOMBRE!;#NOMBRE!
238;-2.5116 ;-2.5767 ;0.0652 ;-0.0213 ;-0.0217 ;0.0004 ;#NOMBRE!;#NOMBRE!
239;-2.5329 ;-2.5984 ;0.0656 ;-0.0214 ;-0.0217 ;0.0004 ;#NOMBRE!;#NOMBRE!
240;-2.5543 ;-2.6202 ;0.0660 ;-0.0215 ;-0.0218 ;0.0004 ;#NOMBRE!;#NOMBRE!
241;-2.5758 ;-2.6421 ;0.0663 ;-0.0215 ;-0.0219 ;0.0004 ;#NOMBRE!;#NOMBRE!
242;-2.5974 ;-2.6641 ;0.0667 ;-0.0216 ;-0.0220 ;0.0004 ;#NOMBRE!;#NOMBRE!
243;-2.6191 ;-2.6862 ;0.0671 ;-0.0217 ;-0.0221 ;0.0004 ;#NOMBRE!;#NOMBRE!
244;-2.6408 ;-2.7083 ;0.0675 ;-0.0218 ;-0.0222 ;0.0004 ;#NOMBRE!;#NOMBRE!
245;-2.6627 ;-2.7306 ;0.0679 ;-0.0219 ;-0.0223 ;0.0004 ;#NOMBRE!;#NOMBRE!
246;-2.6847 ;-2.7529 ;0.0682 ;-0.0220 ;-0.0224 ;0.0004 ;#NOMBRE!;#NOMBRE!
247;-2.7067 ;-2.7753 ;0.0686 ;-0.0221 ;-0.0225 ;0.0004 ;#NOMBRE!;#NOMBRE!
248;-2.7289 ;-2.7979 ;0.0690 ;-0.0222 ;-0.0226 ;0.0004 ;#NOMBRE!;#NOMBRE!
249;-2.7511 ;-2.8205 ;0.0694 ;-0.0223 ;-0.0227 ;0.0004 ;#NOMBRE!;#NOMBRE!
250;-2.7734 ;-2.8432 ;0.0697 ;-0.0224 ;-0.0227 ;0.0004 ;#NOMBRE!;#NOMBRE!
251;-2.7959 ;-2.8660 ;0.0701 ;-0.0225 ;-0.0228 ;0.0004 ;#NOMBRE!;#NOMBRE!
252;-2.8184 ;-2.8888 ;0.0705 ;-0.0226 ;-0.0229 ;0.0004 ;#NOMBRE!;#NOMBRE!
253;-2.8410 ;-2.9118 ;0.0708 ;-0.0227 ;-0.0230 ;0.0004 ;#NOMBRE!;#NOMBRE!
254;-2.8637 ;-2.9349 ;0.0712 ;-0.0227 ;-0.0231 ;0.0004 ;#NOMBRE!;#NOMBRE!
255;-2.8865 ;-2.9580 ;0.0716 ;-0.0228 ;-0.0232 ;0.0004 ;#NOMBRE!;#NOMBRE!
256;-2.9094 ;-2.9813 ;0.0719 ;-0.0229 ;-0.0233 ;0.0004 ;#NOMBRE!;#NOMBRE!
257;-2.9323 ;-3.0046 ;0.0723 ;-0.0230 ;-0.0234 ;0.0004 ;#NOMBRE!;#NOMBRE!
258;-2.9554 ;-3.0281 ;0.0726 ;-0.0231 ;-0.0235 ;0.0004 ;#NOMBRE!;#NOMBRE!
259;-2.9786 ;-3.0516 ;0.0730 ;-0.0232 ;-0.0236 ;0.0004 ;#NOMBRE!;#NOMBRE!
260;-3.0018 ;-3.0752 ;0.0734 ;-0.0233 ;-0.0237 ;0.0004 ;#NOMBRE!;#NOMBRE!
261;-3.0252 ;-3.0989 ;0.0737 ;-0.0234 ;-0.0237 ;0.0004 ;#NOMBRE!;#NOMBRE!
262;-3.0486 ;-3.1227 ;0.0741 ;-0.0235 ;-0.0238 ;0.0003 ;#NOMBRE!;#NOMBRE!
263;-3.0722 ;-3.1466 ;0.0744 ;-0.0236 ;-0.0239 ;0.0003 ;#NOMBRE!;#NOMBRE!
264;-3.0958 ;-3.1706 ;0.0748 ;-0.0237 ;-0.0240 ;0.0003 ;#NOMBRE!;#NOMBRE!
265;-3.1195 ;-3.1946 ;0.0751 ;-0.0238 ;-0.0241 ;0.0003 ;#NOMBRE!;#NOMBRE!
266;-3.1433 ;-3.2188 ;0.0754 ;-0.0239 ;-0.0242 ;0.0003 ;#NOMBRE!;#NOMBRE!
267;-3.1673 ;-3.2430 ;0.0758 ;-0.0240 ;-0.0243 ;0.0003 ;#NOMBRE!;#NOMBRE!
268;-3.1913 ;-3.2674 ;0.0761 ;-0.0240 ;-0.0244 ;0.0003 ;#NOMBRE!;#NOMBRE!
269;-3.2154 ;-3.2918 ;0.0765 ;-0.0241 ;-0.0245 ;0.0003 ;#NOMBRE!;#NOMBRE!
270;-3.2395 ;-3.3163 ;0.0768 ;-0.0242 ;-0.0246 ;0.0003 ;#NOMBRE!;#NOMBRE!
271;-3.2638 ;-3.3410 ;0.0771 ;-0.0243 ;-0.0247 ;0.0003 ;#NOMBRE!;#NOMBRE!
272;-3.2882 ;-3.3657 ;0.0775 ;-0.0244 ;-0.0248 ;0.0003 ;#NOMBRE!;#NOMBRE!
273;-3.3127 ;-3.3905 ;0.0778 ;-0.0245 ;-0.0248 ;0.0003 ;#NOMBRE!;#NOMBRE!
274;-3.3372 ;-3.4153 ;0.0781 ;-0.0246 ;-0.0249 ;0.0003 ;#NOMBRE!;#NOMBRE!
275;-3.3619 ;-3.4403 ;0.0784 ;-0.0247 ;-0.0250 ;0.0003 ;#NOMBRE!;#NOMBRE!
276;-3.3866 ;-3.4654 ;0.0788 ;-0.0248 ;-0.0251 ;0.0003 ;#NOMBRE!;#NOMBRE!
277;-3.4115 ;-3.4906 ;0.0791 ;-0.0249 ;-0.0252 ;0.0003 ;#NOMBRE!;#NOMBRE!
278;-3.4364 ;-3.5158 ;0.0794 ;-0.0250 ;-0.0253 ;0.0003 ;#NOMBRE!;#NOMBRE!
