#Listing of surface sag

#File : D:\Beast\Lampton\LamptonChiefRayADC_3_newAngles_240_ADC25_FP50_f36_1cr_4con.zmx
#Title: 
#Date : 10/16/2023
#Configuration 1 of 3

#Units are Millimeters.
#Slope units are dimensionless.
#Clear Semi-Diameter of surface 22:   4.084421E+02.
#Algorithm assumes +z goes from air to glass.

#Method: Minimum Volume Removal
#Best Fit Sphere Radius        : 	 -1.277364E+04
#Best Fit Sphere Vertex Offset : 	 -4.512461E-02
#Maximum Depth to Remove       : 	  4.512461E-02
#RMS of Depth to Remove        : 	  1.879436E-02
#Maximum Slope Deviation       : 	  2.902025E-03
#RMS Slope Deviation           : 	  6.594154E-04
#Volume To Remove              : 	  7.887209E+03	 cubic Millimeters

       Y-coord 	        Sag 	        BFS Sag 	        Deviation 	        Remove 	              Slope 	        BFS Slope 	       Slope Delta
  3.010000E+02 	  -3.562635E+00 	  -3.546898E+00 	  -1.573678E-02 	   2.938782E-02 	  -2.371217E-02 	  -2.356910E-02 	   1.430660E-04
  3.020000E+02 	  -3.586395E+00 	  -3.570508E+00 	  -1.588696E-02 	   2.923765E-02 	  -2.380419E-02 	  -2.364746E-02 	   1.567322E-04
  3.030000E+02 	  -3.610247E+00 	  -3.594197E+00 	  -1.605081E-02 	   2.907379E-02 	  -2.389623E-02 	  -2.372581E-02 	   1.704200E-04
  3.040000E+02 	  -3.634192E+00 	  -3.617963E+00 	  -1.622836E-02 	   2.889625E-02 	  -2.398828E-02 	  -2.380416E-02 	   1.841179E-04
  3.050000E+02 	  -3.658228E+00 	  -3.641808E+00 	  -1.641961E-02 	   2.870500E-02 	  -2.408033E-02 	  -2.388251E-02 	   1.978142E-04
  3.060000E+02 	  -3.682356E+00 	  -3.665731E+00 	  -1.662455E-02 	   2.850006E-02 	  -2.417236E-02 	  -2.396087E-02 	   2.114970E-04
  3.070000E+02 	  -3.706576E+00 	  -3.689733E+00 	  -1.684315E-02 	   2.828146E-02 	  -2.426438E-02 	  -2.403922E-02 	   2.251539E-04
  3.080000E+02 	  -3.730888E+00 	  -3.713813E+00 	  -1.707540E-02 	   2.804921E-02 	  -2.435635E-02 	  -2.411758E-02 	   2.387720E-04
  3.090000E+02 	  -3.755293E+00 	  -3.737971E+00 	  -1.732123E-02 	   2.780337E-02 	  -2.444827E-02 	  -2.419593E-02 	   2.523384E-04
  3.100000E+02 	  -3.779789E+00 	  -3.762208E+00 	  -1.758061E-02 	   2.754400E-02 	  -2.454013E-02 	  -2.427429E-02 	   2.658395E-04
  3.110000E+02 	  -3.804377E+00 	  -3.786523E+00 	  -1.785344E-02 	   2.727117E-02 	  -2.463190E-02 	  -2.435264E-02 	   2.792616E-04
  3.120000E+02 	  -3.829056E+00 	  -3.810917E+00 	  -1.813964E-02 	   2.698496E-02 	  -2.472359E-02 	  -2.443100E-02 	   2.925904E-04
  3.130000E+02 	  -3.853828E+00 	  -3.835388E+00 	  -1.843912E-02 	   2.668548E-02 	  -2.481517E-02 	  -2.450935E-02 	   3.058114E-04
  3.140000E+02 	  -3.878690E+00 	  -3.859939E+00 	  -1.875176E-02 	   2.637285E-02 	  -2.490662E-02 	  -2.458771E-02 	   3.189096E-04
  3.150000E+02 	  -3.903644E+00 	  -3.884567E+00 	  -1.907743E-02 	   2.604718E-02 	  -2.499794E-02 	  -2.466607E-02 	   3.318698E-04
  3.160000E+02 	  -3.928690E+00 	  -3.909274E+00 	  -1.941598E-02 	   2.570863E-02 	  -2.508910E-02 	  -2.474443E-02 	   3.446762E-04
  3.170000E+02 	  -3.953826E+00 	  -3.934059E+00 	  -1.976724E-02 	   2.535736E-02 	  -2.518010E-02 	  -2.482278E-02 	   3.573127E-04
  3.180000E+02 	  -3.979054E+00 	  -3.958923E+00 	  -2.013105E-02 	   2.499356E-02 	  -2.527091E-02 	  -2.490114E-02 	   3.697628E-04
  3.190000E+02 	  -4.004372E+00 	  -3.983865E+00 	  -2.050721E-02 	   2.461740E-02 	  -2.536151E-02 	  -2.497950E-02 	   3.820095E-04
  3.200000E+02 	  -4.029780E+00 	  -4.008885E+00 	  -2.089549E-02 	   2.422911E-02 	  -2.545190E-02 	  -2.505786E-02 	   3.940355E-04
  3.210000E+02 	  -4.055279E+00 	  -4.033983E+00 	  -2.129568E-02 	   2.382892E-02 	  -2.554205E-02 	  -2.513622E-02 	   4.058231E-04
  3.220000E+02 	  -4.080868E+00 	  -4.059160E+00 	  -2.170753E-02 	   2.341708E-02 	  -2.563194E-02 	  -2.521458E-02 	   4.173541E-04
  3.230000E+02 	  -4.106547E+00 	  -4.084416E+00 	  -2.213077E-02 	   2.299384E-02 	  -2.572155E-02 	  -2.529294E-02 	   4.286099E-04
  3.240000E+02 	  -4.132315E+00 	  -4.109750E+00 	  -2.256511E-02 	   2.255950E-02 	  -2.581088E-02 	  -2.537131E-02 	   4.395715E-04
  3.250000E+02 	  -4.158172E+00 	  -4.135162E+00 	  -2.301025E-02 	   2.211436E-02 	  -2.589989E-02 	  -2.544967E-02 	   4.502193E-04
  3.260000E+02 	  -4.184118E+00 	  -4.160652E+00 	  -2.346586E-02 	   2.165875E-02 	  -2.598856E-02 	  -2.552803E-02 	   4.605336E-04
  3.270000E+02 	  -4.210153E+00 	  -4.186221E+00 	  -2.393161E-02 	   2.119300E-02 	  -2.607689E-02 	  -2.560639E-02 	   4.704938E-04
  3.280000E+02 	  -4.236275E+00 	  -4.211868E+00 	  -2.440712E-02 	   2.071748E-02 	  -2.616484E-02 	  -2.568476E-02 	   4.800793E-04
  3.290000E+02 	  -4.262486E+00 	  -4.237594E+00 	  -2.489202E-02 	   2.023259E-02 	  -2.625239E-02 	  -2.576312E-02 	   4.892686E-04
  3.300000E+02 	  -4.288783E+00 	  -4.263398E+00 	  -2.538589E-02 	   1.973872E-02 	  -2.633953E-02 	  -2.584149E-02 	   4.980402E-04
  3.310000E+02 	  -4.315168E+00 	  -4.289280E+00 	  -2.588830E-02 	   1.923631E-02 	  -2.642622E-02 	  -2.591985E-02 	   5.063716E-04
  3.320000E+02 	  -4.341639E+00 	  -4.315240E+00 	  -2.639881E-02 	   1.872580E-02 	  -2.651246E-02 	  -2.599822E-02 	   5.142403E-04
  3.330000E+02 	  -4.368196E+00 	  -4.341279E+00 	  -2.691693E-02 	   1.820768E-02 	  -2.659821E-02 	  -2.607658E-02 	   5.216230E-04
  3.340000E+02 	  -4.394839E+00 	  -4.367397E+00 	  -2.744217E-02 	   1.768243E-02 	  -2.668344E-02 	  -2.615495E-02 	   5.284962E-04
  3.350000E+02 	  -4.421567E+00 	  -4.393593E+00 	  -2.797402E-02 	   1.715059E-02 	  -2.676815E-02 	  -2.623332E-02 	   5.348355E-04
  3.360000E+02 	  -4.448379E+00 	  -4.419867E+00 	  -2.851191E-02 	   1.661270E-02 	  -2.685230E-02 	  -2.631168E-02 	   5.406164E-04
  3.370000E+02 	  -4.475274E+00 	  -4.446219E+00 	  -2.905528E-02 	   1.606933E-02 	  -2.693586E-02 	  -2.639005E-02 	   5.458136E-04
  3.380000E+02 	  -4.502253E+00 	  -4.472650E+00 	  -2.960353E-02 	   1.552108E-02 	  -2.701882E-02 	  -2.646842E-02 	   5.504016E-04
  3.390000E+02 	  -4.529315E+00 	  -4.499159E+00 	  -3.015604E-02 	   1.496856E-02 	  -2.710114E-02 	  -2.654679E-02 	   5.543540E-04
  3.400000E+02 	  -4.556459E+00 	  -4.525747E+00 	  -3.071217E-02 	   1.441244E-02 	  -2.718280E-02 	  -2.662516E-02 	   5.576441E-04
  3.410000E+02 	  -4.583684E+00 	  -4.552413E+00 	  -3.127122E-02 	   1.385339E-02 	  -2.726377E-02 	  -2.670353E-02 	   5.602446E-04
  3.420000E+02 	  -4.610989E+00 	  -4.579157E+00 	  -3.183251E-02 	   1.329210E-02 	  -2.734402E-02 	  -2.678190E-02 	   5.621278E-04
  3.430000E+02 	  -4.638375E+00 	  -4.605980E+00 	  -3.239529E-02 	   1.272932E-02 	  -2.742353E-02 	  -2.686027E-02 	   5.632653E-04
  3.440000E+02 	  -4.665840E+00 	  -4.632881E+00 	  -3.295881E-02 	   1.216580E-02 	  -2.750227E-02 	  -2.693864E-02 	   5.636282E-04
  3.450000E+02 	  -4.693382E+00 	  -4.659860E+00 	  -3.352228E-02 	   1.160233E-02 	  -2.758020E-02 	  -2.701701E-02 	   5.631871E-04
  3.460000E+02 	  -4.721003E+00 	  -4.686918E+00 	  -3.408487E-02 	   1.103974E-02 	  -2.765729E-02 	  -2.709538E-02 	   5.619118E-04
  3.470000E+02 	  -4.748700E+00 	  -4.714054E+00 	  -3.464574E-02 	   1.047887E-02 	  -2.773353E-02 	  -2.717376E-02 	   5.597719E-04
  3.480000E+02 	  -4.776473E+00 	  -4.741269E+00 	  -3.520401E-02 	   9.920597E-03 	  -2.780886E-02 	  -2.725213E-02 	   5.567362E-04
  3.490000E+02 	  -4.804320E+00 	  -4.768562E+00 	  -3.575876E-02 	   9.365845E-03 	  -2.788328E-02 	  -2.733050E-02 	   5.527728E-04
  3.500000E+02 	  -4.832242E+00 	  -4.795933E+00 	  -3.630905E-02 	   8.815553E-03 	  -2.795673E-02 	  -2.740888E-02 	   5.478495E-04
  3.510000E+02 	  -4.860236E+00 	  -4.823383E+00 	  -3.685391E-02 	   8.270699E-03 	  -2.802918E-02 	  -2.748725E-02 	   5.419334E-04
  3.520000E+02 	  -4.888303E+00 	  -4.850911E+00 	  -3.739232E-02 	   7.732292E-03 	  -2.810062E-02 	  -2.756563E-02 	   5.349908E-04
  3.530000E+02 	  -4.916440E+00 	  -4.878517E+00 	  -3.792323E-02 	   7.201376E-03 	  -2.817099E-02 	  -2.764400E-02 	   5.269877E-04
  3.540000E+02 	  -4.944647E+00 	  -4.906202E+00 	  -3.844558E-02 	   6.679031E-03 	  -2.824027E-02 	  -2.772238E-02 	   5.178893E-04
  3.550000E+02 	  -4.972923E+00 	  -4.933965E+00 	  -3.895824E-02 	   6.166369E-03 	  -2.830842E-02 	  -2.780076E-02 	   5.076603E-04
  3.560000E+02 	  -5.001267E+00 	  -4.961806E+00 	  -3.946007E-02 	   5.664541E-03 	  -2.837540E-02 	  -2.787913E-02 	   4.962645E-04
  3.570000E+02 	  -5.029676E+00 	  -4.989726E+00 	  -3.994988E-02 	   5.174732E-03 	  -2.844118E-02 	  -2.795751E-02 	   4.836654E-04
  3.580000E+02 	  -5.058151E+00 	  -5.017725E+00 	  -4.042644E-02 	   4.698164E-03 	  -2.850571E-02 	  -2.803589E-02 	   4.698257E-04
  3.590000E+02 	  -5.086690E+00 	  -5.045801E+00 	  -4.088851E-02 	   4.236098E-03 	  -2.856897E-02 	  -2.811427E-02 	   4.547074E-04
  3.600000E+02 	  -5.115291E+00 	  -5.073956E+00 	  -4.133477E-02 	   3.789833E-03 	  -2.863092E-02 	  -2.819265E-02 	   4.382720E-04
  3.610000E+02 	  -5.143954E+00 	  -5.102190E+00 	  -4.176390E-02 	   3.360706E-03 	  -2.869151E-02 	  -2.827103E-02 	   4.204801E-04
  3.620000E+02 	  -5.172676E+00 	  -5.130502E+00 	  -4.217451E-02 	   2.950094E-03 	  -2.875070E-02 	  -2.834941E-02 	   4.012919E-04
  3.630000E+02 	  -5.201457E+00 	  -5.158892E+00 	  -4.256519E-02 	   2.559415E-03 	  -2.880845E-02 	  -2.842779E-02 	   3.806668E-04
  3.640000E+02 	  -5.230295E+00 	  -5.187360E+00 	  -4.293448E-02 	   2.190126E-03 	  -2.886473E-02 	  -2.850617E-02 	   3.585635E-04
  3.650000E+02 	  -5.259188E+00 	  -5.215907E+00 	  -4.328088E-02 	   1.843729E-03 	  -2.891949E-02 	  -2.858455E-02 	   3.349400E-04
  3.660000E+02 	  -5.288136E+00 	  -5.244533E+00 	  -4.360284E-02 	   1.521764E-03 	  -2.897269E-02 	  -2.866293E-02 	   3.097535E-04
  3.670000E+02 	  -5.317135E+00 	  -5.273236E+00 	  -4.389879E-02 	   1.225819E-03 	  -2.902428E-02 	  -2.874132E-02 	   2.829609E-04
  3.680000E+02 	  -5.346186E+00 	  -5.302019E+00 	  -4.416709E-02 	   9.575212E-04 	  -2.907422E-02 	  -2.881970E-02 	   2.545179E-04
  3.690000E+02 	  -5.375285E+00 	  -5.330879E+00 	  -4.440606E-02 	   7.185450E-04 	  -2.912246E-02 	  -2.889808E-02 	   2.243797E-04
  3.700000E+02 	  -5.404432E+00 	  -5.359818E+00 	  -4.461400E-02 	   5.106091E-04 	  -2.916897E-02 	  -2.897647E-02 	   1.925008E-04
  3.710000E+02 	  -5.433624E+00 	  -5.388835E+00 	  -4.478913E-02 	   3.354782E-04 	  -2.921369E-02 	  -2.905485E-02 	   1.588349E-04
  3.720000E+02 	  -5.462861E+00 	  -5.417931E+00 	  -4.492964E-02 	   1.949637E-04 	  -2.925657E-02 	  -2.913324E-02 	   1.233350E-04
  3.730000E+02 	  -5.492139E+00 	  -5.447105E+00 	  -4.503368E-02 	   9.092434E-05 	  -2.929758E-02 	  -2.921163E-02 	   8.595335E-05
  3.740000E+02 	  -5.521457E+00 	  -5.476357E+00 	  -4.509934E-02 	   2.526718E-05 	  -2.933665E-02 	  -2.929001E-02 	   4.664139E-05
  3.750000E+02 	  -5.550813E+00 	  -5.505688E+00 	  -4.512466E-02 	   5.193063E-08 	  -2.937375E-02 	  -2.936840E-02 	   5.349827E-06
  3.760000E+02 	  -5.580205E+00 	  -5.535097E+00 	  -4.510764E-02 	   1.697260E-05 	  -2.940882E-02 	  -2.944679E-02 	   3.797139E-05
  3.770000E+02 	  -5.609631E+00 	  -5.564585E+00 	  -4.504621E-02 	   7.839683E-05 	  -2.944180E-02 	  -2.952518E-02 	   8.337311E-05
  3.780000E+02 	  -5.639089E+00 	  -5.594151E+00 	  -4.493828E-02 	   1.863281E-04 	  -2.947266E-02 	  -2.960357E-02 	   1.309070E-04
  3.790000E+02 	  -5.668577E+00 	  -5.623795E+00 	  -4.478168E-02 	   3.429256E-04 	  -2.950133E-02 	  -2.968195E-02 	   1.806254E-04
  3.800000E+02 	  -5.698092E+00 	  -5.653518E+00 	  -4.457421E-02 	   5.504018E-04 	  -2.952776E-02 	  -2.976034E-02 	   2.325816E-04
  3.810000E+02 	  -5.727633E+00 	  -5.683319E+00 	  -4.431359E-02 	   8.110223E-04 	  -2.955191E-02 	  -2.983874E-02 	   2.868297E-04
  3.820000E+02 	  -5.757196E+00 	  -5.713199E+00 	  -4.399750E-02 	   1.127108E-03 	  -2.957370E-02 	  -2.991713E-02 	   3.434244E-04
  3.830000E+02 	  -5.786780E+00 	  -5.743157E+00 	  -4.362357E-02 	   1.501033E-03 	  -2.959310E-02 	  -2.999552E-02 	   4.024215E-04
  3.840000E+02 	  -5.816382E+00 	  -5.773193E+00 	  -4.318938E-02 	   1.935231E-03 	  -2.961003E-02 	  -3.007391E-02 	   4.638776E-04
  3.850000E+02 	  -5.846000E+00 	  -5.803308E+00 	  -4.269242E-02 	   2.432189E-03 	  -2.962445E-02 	  -3.015230E-02 	   5.278499E-04
  3.860000E+02 	  -5.875631E+00 	  -5.833501E+00 	  -4.213015E-02 	   2.994455E-03 	  -2.963630E-02 	  -3.023070E-02 	   5.943968E-04
  3.870000E+02 	  -5.905272E+00 	  -5.863772E+00 	  -4.149997E-02 	   3.624633E-03 	  -2.964551E-02 	  -3.030909E-02 	   6.635772E-04
  3.880000E+02 	  -5.934921E+00 	  -5.894122E+00 	  -4.079922E-02 	   4.325389E-03 	  -2.965203E-02 	  -3.038748E-02 	   7.354511E-04
  3.890000E+02 	  -5.964576E+00 	  -5.924550E+00 	  -4.002516E-02 	   5.099446E-03 	  -2.965580E-02 	  -3.046588E-02 	   8.100794E-04
  3.900000E+02 	  -5.994232E+00 	  -5.955057E+00 	  -3.917502E-02 	   5.949593E-03 	  -2.965675E-02 	  -3.054428E-02 	   8.875237E-04
  3.910000E+02 	  -6.023888E+00 	  -5.985642E+00 	  -3.824593E-02 	   6.878676E-03 	  -2.965482E-02 	  -3.062267E-02 	   9.678467E-04
  3.920000E+02 	  -6.053541E+00 	  -6.016306E+00 	  -3.723500E-02 	   7.889608E-03 	  -2.964996E-02 	  -3.070107E-02 	   1.051112E-03
  3.930000E+02 	  -6.083187E+00 	  -6.047047E+00 	  -3.613924E-02 	   8.985365E-03 	  -2.964208E-02 	  -3.077947E-02 	   1.137383E-03
  3.940000E+02 	  -6.112823E+00 	  -6.077868E+00 	  -3.495562E-02 	   1.016899E-02 	  -2.963114E-02 	  -3.085786E-02 	   1.226727E-03
  3.950000E+02 	  -6.142447E+00 	  -6.108766E+00 	  -3.368103E-02 	   1.144358E-02 	  -2.961705E-02 	  -3.093626E-02 	   1.319209E-03
  3.960000E+02 	  -6.172056E+00 	  -6.139743E+00 	  -3.231229E-02 	   1.281232E-02 	  -2.959976E-02 	  -3.101466E-02 	   1.414896E-03
  3.970000E+02 	  -6.201645E+00 	  -6.170799E+00 	  -3.084617E-02 	   1.427844E-02 	  -2.957920E-02 	  -3.109306E-02 	   1.513856E-03
  3.980000E+02 	  -6.231212E+00 	  -6.201933E+00 	  -2.927936E-02 	   1.584525E-02 	  -2.955530E-02 	  -3.117146E-02 	   1.616159E-03
  3.990000E+02 	  -6.260754E+00 	  -6.233145E+00 	  -2.760847E-02 	   1.751614E-02 	  -2.952799E-02 	  -3.124986E-02 	   1.721874E-03
  4.000000E+02 	  -6.290266E+00 	  -6.264436E+00 	  -2.583006E-02 	   1.929455E-02 	  -2.949719E-02 	  -3.132826E-02 	   1.831073E-03
  4.010000E+02 	  -6.319745E+00 	  -6.295805E+00 	  -2.394060E-02 	   2.118401E-02 	  -2.946284E-02 	  -3.140666E-02 	   1.943828E-03
  4.020000E+02 	  -6.349189E+00 	  -6.327252E+00 	  -2.193651E-02 	   2.318810E-02 	  -2.942486E-02 	  -3.148507E-02 	   2.060211E-03
  4.030000E+02 	  -6.378592E+00 	  -6.358778E+00 	  -1.981412E-02 	   2.531049E-02 	  -2.938317E-02 	  -3.156347E-02 	   2.180296E-03
  4.040000E+02 	  -6.407952E+00 	  -6.390382E+00 	  -1.756968E-02 	   2.755493E-02 	  -2.933771E-02 	  -3.164187E-02 	   2.304159E-03
  4.050000E+02 	  -6.437264E+00 	  -6.422065E+00 	  -1.519937E-02 	   2.992523E-02 	  -2.928840E-02 	  -3.172028E-02 	   2.431875E-03
  4.060000E+02 	  -6.466525E+00 	  -6.453826E+00 	  -1.269932E-02 	   3.242529E-02 	  -2.923516E-02 	  -3.179868E-02 	   2.563522E-03
  4.070000E+02 	  -6.495731E+00 	  -6.485666E+00 	  -1.006553E-02 	   3.505907E-02 	  -2.917791E-02 	  -3.187709E-02 	   2.699178E-03
  4.080000E+02 	  -6.524877E+00 	  -6.517584E+00 	  -7.293974E-03 	   3.783063E-02 	  -2.911657E-02 	  -3.195549E-02 	   2.838920E-03
  4.084421E+02 	  -6.537743E+00 	  -6.531720E+00 	  -6.023667E-03 	   3.910094E-02 	  -2.908813E-02 	  -3.199016E-02 	   2.902025E-03
